Property HMY,Prop Code,PropName,Market,Unit HMY,UnitCode,TenantName,UnitArea,UnitMlaId,ProfileMlaId,ProfileName,ChargeCode,AmtType,AmtPeriod,UnitMlaRentNew,UnitMlaRentRenew,ProfileMlaRentNew,ProfileMlaRentRenew,NewVariance,RenewVariance,AreaDate,TenantCode,TenantHMY,rn
5714,3nj00013,5 Pearl Court,Northern NJ/New York,34485,A       ,"KingChem Life Science, LLC ",6910,2956,41,NNJ_upto100,rent    ,per Area,Annual,17.25,17.25,13.91,13.91,3.34,3.34,6/26/2025 0:00,t0001127,40095,1
5714,3nj00013,5 Pearl Court,Northern NJ/New York,33961,BC      ,"Fuller Enterprise USA, Inc.",17500,2953,41,NNJ_upto100,rent    ,per Area,Annual,17.05,17.05,13.91,13.91,3.14,3.14,6/26/2025 0:00,t0001124,39514,1
5714,3nj00013,5 Pearl Court,Northern NJ/New York,34484,D       ,"KFT Fire Trainer, LLC",12995,2955,41,NNJ_upto100,rent    ,per Area,Annual,17.05,17.05,13.91,13.91,3.14,3.14,6/26/2025 0:00,t0001126,40094,1
1883,xnj5thor,5 Thornton Road,Northern NJ/New York,3877,01      ,Garden State Lumber Products Corp,150801,2341,40,NNJ_100plus,rent    ,per Area,Annual,14.75,14.75,13.91,13.91,0.84,0.84,6/26/2025 0:00,t0000618,5465,1
3306,xpa500ma,500 Maryland Avenue,Philadelphia,6724,500,Federal Express Corporation,138391,1087,48,PHI_Over100K,rent    ,per Area,Annual,9,9,8,8,1,1,6/26/2025 0:00,t0000748,8464,1
3306,xpa500ma,500 Maryland Avenue,Philadelphia,11245,B       ,Vacant,11729,1092,30,PHI_upto100,rent    ,per Area,Annual,0,0,8,8,-8,-8,6/26/2025 0:00,,,1
1733,xga5070 ,5070 Minola Drive,Atlanta,3277,5070-W  ,Vacant,48276,781,57,Atl_2nd Iteration_upto100,rent    ,per Area,Annual,6.6,6.45,9,6.45,-2.4,0,6/26/2025 0:00,,,1
1893,xga5121b,5121 Buford Highway,Atlanta,4024,5121,Selective Enterprises Inc,31000,789,57,Atl_2nd Iteration_upto100,rent    ,per Area,Annual,9,7,9,6.45,0,0.55,6/26/2025 0:00,t0000636,5488,1
1678,xnj52col,52 Coles Road,Philadelphia,2994,52,"CCJ, LLC",62000,1044,59,Phi_3rd Iteration_upto100,rent    ,per Area,Annual,9,4.65,8,8,1,-3.35,6/26/2025 0:00,t0000549,4301,1
1873,xil529t ,529 Thomas Drive,Chicago,3849,529,Lake Cable LLC,62000,907,78,Chi_3rd Iteration_upto100,rent    ,per Area,Annual,8.5,9,6.5,6.5,2,2.5,6/26/2025 0:00,t0000610,5294,1
7796,iil001  ,5350 70th Place,Chicago,63862,100,North American Warehousing Company,206548,5411,46,CHI_100plus,rent    ,per Area,Annual,6.5,6.5,6.5,6.5,0,0,6/26/2025 0:00,t0001522,74985,1
6567,3tn00008,5425 E Raines,Memphis,46964,1,Vacant,10400,4629,73,Mem_2nd Iteration_upto100,rent    ,per Area,Annual,5,5,4.15,4.15,0.85,0.85,6/26/2025 0:00,,,1
6567,3tn00008,5425 E Raines,Memphis,46968,11,Vacant,7400,4632,27,MEM_Upto100,rent    ,per Area,Annual,5,5,4.15,4.15,0.85,0.85,6/26/2025 0:00,,,1
6567,3tn00008,5425 E Raines,Memphis,46969,2,Vacant,6912,4633,27,MEM_Upto100,rent    ,per Area,Annual,5,5,4.15,4.15,0.85,0.85,6/26/2025 0:00,,,1
6567,3tn00008,5425 E Raines,Memphis,46970,3,Vacant,4800,4634,27,MEM_Upto100,rent    ,per Area,Annual,5,5,4.15,4.15,0.85,0.85,6/26/2025 0:00,,,1
6567,3tn00008,5425 E Raines,Memphis,46971,4,Vacant,4272,4635,27,MEM_Upto100,rent    ,per Area,Annual,5,5,4.15,4.15,0.85,0.85,6/26/2025 0:00,,,1
6567,3tn00008,5425 E Raines,Memphis,46779,5,Vacant,6970,4619,27,MEM_Upto100,rent    ,per Area,Annual,5,5,4.15,4.15,0.85,0.85,6/26/2025 0:00,,,1
6567,3tn00008,5425 E Raines,Memphis,46791,7,Vacant,9960,4620,27,MEM_Upto100,rent    ,per Area,Annual,5,5,4.15,4.15,0.85,0.85,6/26/2025 0:00,,,1
6567,3tn00008,5425 E Raines,Memphis,46966,8,Vacant,8250,4630,27,MEM_Upto100,rent    ,per Area,Annual,5,5,4.15,4.15,0.85,0.85,6/26/2025 0:00,,,1
6567,3tn00008,5425 E Raines,Memphis,46984,10-Sep,Vacant,14190,4641,27,MEM_Upto100,rent    ,per Area,Annual,5,5,4.15,4.15,0.85,0.85,6/26/2025 0:00,,,1
6569,3tn00009,5445 E Raines,Memphis,46746,1A      ,Vacant,26500,4617,27,MEM_Upto100,rent    ,per Area,Annual,5,5,4.15,4.15,0.85,0.85,6/26/2025 0:00,,,1
6569,3tn00009,5445 E Raines,Memphis,46749,1B      ,Vacant,46000,4618,27,MEM_Upto100,rent    ,per Area,Annual,3.5,3.5,4.15,4.15,-0.65,-0.65,6/26/2025 0:00,,,1
6569,3tn00009,5445 E Raines,Memphis,46961,2A      ,Vacant,22500,4628,27,MEM_Upto100,rent    ,per Area,Annual,3.5,3.5,4.15,4.15,-0.65,-0.65,6/26/2025 0:00,,,1
6565,3tn00007,5465 E Raines,Memphis,46950,4-Jan,"Steren Electronics International, LLC",60000,4627,87,Mem_2nd Iteration_100plus,rent    ,per Area,Annual,4,4,4.15,4.15,-0.15,-0.15,6/26/2025 0:00,t0001308,54512,1
6565,3tn00007,5465 E Raines,Memphis,46788,12-May,Dematic Corp.,120000,4612,47,MEM_100KPlus,rent    ,per Area,Annual,4,4,4.15,4.15,-0.15,-0.15,6/26/2025 0:00,t0001284,54302,1
1645,xilmitch,561 Mitchell Ave,Chicago,2956,561,Aakash Chemicals ,30000,889,78,Chi_3rd Iteration_upto100,rent    ,per Area,Annual,9,8.4,6.5,6.5,2.5,1.9,6/26/2025 0:00,t0000505,4154,1
3637,xnj59cha,59 Chambers Brook Road,Northern NJ/New York,11843,100,ADT Commercial LLC,10272,1093,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,15,15.75,8,8,7,7.75,6/26/2025 0:00,t0000831,14547,1
5717,3nj00016,59 Route 17,Northern NJ/New York,34735,59,Howmedica Osteonics Corp.,60000,3283,76,NNJ_2nd Iteration_upto100,rent    ,per Area,Annual,16.75,16.75,13.91,13.91,2.84,2.84,6/26/2025 0:00,t0001141,40381,1
7720,3nj00029,6 Evans Street,Northern NJ/New York,61937,100,Apex Vaulting,5342,5354,41,NNJ_upto100,rent    ,per Area,Annual,17,17,13.91,13.91,3.09,3.09,6/26/2025 0:00,t0001438,72426,1
7720,3nj00029,6 Evans Street,Northern NJ/New York,61938,200,Hanovia Specialty Lighting,22629,5355,41,NNJ_upto100,rent    ,per Area,Annual,16.25,16.25,13.91,13.91,2.34,2.34,6/26/2025 0:00,t0001439,72427,1
5715,3nj00014,6 Pearl Court,Northern NJ/New York,33933,A       ,"Biosil Technologies, Inc.",5219,2951,41,NNJ_upto100,rent    ,per Area,Annual,17.25,17.25,13.91,13.91,3.34,3.34,6/26/2025 0:00,t0001121,39473,1
5715,3nj00014,6 Pearl Court,Northern NJ/New York,34541,B       ,"TBS Controls, LLC",5444,2959,41,NNJ_upto100,rent    ,per Area,Annual,17.25,17.25,13.91,13.91,3.34,3.34,6/26/2025 0:00,t0001131,40161,1
5715,3nj00014,6 Pearl Court,Northern NJ/New York,33944,C       ,"Flavine North America, Inc.",5000,2952,41,NNJ_upto100,rent    ,per Area,Annual,17.25,17.25,13.91,13.91,3.34,3.34,6/26/2025 0:00,t0001122,39488,1
5715,3nj00014,6 Pearl Court,Northern NJ/New York,34624,DEFN    ,"Volkswagen Group of America, Inc.",30000,2969,41,NNJ_upto100,rent    ,per Area,Annual,17.05,17.05,13.91,13.91,3.14,3.14,6/26/2025 0:00,t0001138,40255,1
5715,3nj00014,6 Pearl Court,Northern NJ/New York,33932,G       ,IMCD US LLC,10000,2950,41,NNJ_upto100,rent    ,per Area,Annual,17.25,17.25,13.91,13.91,3.34,3.34,6/26/2025 0:00,t0001183,47556,1
5715,3nj00014,6 Pearl Court,Northern NJ/New York,33931,H       ,"Proximate Concepts, LLC & iNPLANT, LLC",7200,2949,41,NNJ_upto100,rent    ,per Area,Annual,17.25,17.25,13.91,13.91,3.34,3.34,6/26/2025 0:00,t0001129,40126,1
5715,3nj00014,6 Pearl Court,Northern NJ/New York,34622,J       ,"SUMERU, LLC",15000,2967,41,NNJ_upto100,rent    ,per Area,Annual,17.05,17.05,13.91,13.91,3.14,3.14,6/26/2025 0:00,t0001136,40253,1
5715,3nj00014,6 Pearl Court,Northern NJ/New York,34546,K       ,Inter Chem Trading Corp,15000,2961,41,NNJ_upto100,rent    ,per Area,Annual,17.05,17.05,13.91,13.91,3.14,3.14,6/26/2025 0:00,t0001125,39515,1
5715,3nj00014,6 Pearl Court,Northern NJ/New York,33962,M       ,Inter Chem Trading Corp,7500,2954,41,NNJ_upto100,rent    ,per Area,Annual,17.25,17.25,13.91,13.91,3.34,3.34,6/26/2025 0:00,t0001125,39515,1
7695,3il00014,600 W Irving Park Road,Chicago,60375,100,"S&S Truck Parts, LLC, c/o Investcorp",120000,5121,46,CHI_100plus,rent    ,per Area,Annual,9,9,6.5,6.5,2.5,2.5,6/26/2025 0:00,t0001415,70292,1
1389,xnj6000i,6000 Irwin Road,Philadelphia,540,6000,PSE&G,46188,1021,30,PHI_upto100,rent    ,per Area,Annual,12.25,12.25,8,8,4.25,4.25,6/26/2025 0:00,t0001153,42706,1
7364,3nj00027,601 Ryan Avenue,Philadelphia,58287,A       ,Buckley Cable Construction Co. ,10000,5054,30,PHI_upto100,rent    ,per Area,Annual,11.5,11,8,8,3.5,3,6/26/2025 0:00,t0001408,67757,1
7364,3nj00027,601 Ryan Avenue,Philadelphia,58295,B       ,"Axiom Gymnastics Center, LLC",5000,5055,30,PHI_upto100,rent    ,per Area,Annual,10,10,8,8,2,2,6/26/2025 0:00,t0001409,67768,1
7364,3nj00027,601 Ryan Avenue,Philadelphia,58296,C       ,"The PromptCare Companies, Inc. ",10000,5056,30,PHI_upto100,rent    ,per Area,Annual,10,10,8,8,2,2,6/26/2025 0:00,t0001410,67769,1
7364,3nj00027,601 Ryan Avenue,Philadelphia,58297,D       ,"Miller Equipment Services, LLC ",5000,5057,30,PHI_upto100,rent    ,per Area,Annual,11.5,11,8,8,3.5,3,6/26/2025 0:00,t0001411,67770,1
7715,3ca00001,605-655 Hawaii Avenue,Los Angeles,61530,605,Vacant,5724,5214,93,LA_2nd Iteration_upto100K,rent    ,per Area,Annual,18,18,15,15,3,3,6/26/2025 0:00,,,1
7715,3ca00001,605-655 Hawaii Avenue,Los Angeles,61532,615,Vacant,12579,5215,93,LA_2nd Iteration_upto100K,rent    ,per Area,Annual,18,18,15,15,3,3,6/26/2025 0:00,,,1
7715,3ca00001,605-655 Hawaii Avenue,Los Angeles,61529,635,More Prepared LLC,8960,5216,92,LA_upto100,rent    ,per Area,Annual,21,21,15,15,6,6,6/26/2025 0:00,t0001431,71880,1
7715,3ca00001,605-655 Hawaii Avenue,Los Angeles,61531,655,"Garv, Inc. ",8960,5217,92,LA_upto100,rent    ,per Area,Annual,21,21,15,15,6,6,6/26/2025 0:00,t0001433,71882,1
6667,3tx00018,6151 Cowley Road,Dallas,49752,100,"VoidForm Products, LLC",43312,4667,22,Dallas_upto100,rent    ,per Area,Annual,7.75,7.75,7.5,7.5,0.25,0.25,6/26/2025 0:00,t0001347,57757,1
4176,3tx00009,631 S Royal Lane,Dallas,20328,100,Vacant,40000,2374,22,Dallas_upto100,rent    ,per Area,Annual,10,15.5,7.5,7.5,2.5,8,6/26/2025 0:00,,,1
4176,3tx00009,631 S Royal Lane,Dallas,20329,200,Vacant,11360,2375,22,Dallas_upto100,rent    ,per Area,Annual,10,18.5,7.5,7.5,2.5,11,6/26/2025 0:00,,,1
3714,3md00002,6704 Curtis,Baltimore,14290,A       ,Vision Technologies LLC,48083,2393,45,BAL_upto100,rent    ,per Area,Annual,11.75,10.75,9,9,2.75,1.75,6/26/2025 0:00,t0000936,18709,1
3714,3md00002,6704 Curtis,Baltimore,14291,B       ,EQUIPMENTSHARE.COM INC,11369,2394,45,BAL_upto100,rent    ,per Area,Annual,13,13,9,9,4,4,6/26/2025 0:00,t0001157,43753,1
7022,xfl6704n,6704 N 54th St,Tampa,54989,6704,Acousti Engineering Company of Florida,20000,4979,32,Tampa up to 100K,rent    ,per Area,Annual,10.6,10.6,8.5,8.5,2.1,2.1,6/26/2025 0:00,t0001384,63809,1
7022,xfl6704n,6704 N 54th St,Tampa,54261,6706,Vacant,20700,4976,79,Tam_2nd Iteration_upto100,rent    ,per Area,Annual,10.9,10.9,8.5,8.5,2.4,2.4,6/26/2025 0:00,,,1
7022,xfl6704n,6704 N 54th St,Tampa,54988,6708,"Warehousing Etc, Inc.",10332,4978,32,Tampa up to 100K,rent    ,per Area,Annual,12,12,8.5,8.5,3.5,3.5,6/26/2025 0:00,t0001383,63808,1
7022,xfl6704n,6704 N 54th St,Tampa,54262,6710,Roboreco Inc.,10368,4977,32,Tampa up to 100K,rent    ,per Area,Annual,11.6,11.6,8.5,8.5,3.1,3.1,6/26/2025 0:00,t0001382,62963,1
7022,xfl6704n,6704 N 54th St,Tampa,54990,6712,Vacant,20000,4980,79,Tam_2nd Iteration_upto100,rent    ,per Area,Annual,11.25,11.25,8.5,8.5,2.75,2.75,6/26/2025 0:00,,,1
3667,xnj6900r,6900 River Road,Philadelphia,12829,6900,Vacant,22698,1459,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,10.25,10.25,8,8,2.25,2.25,6/26/2025 0:00,,,1
3374,xnj6925s,6925 Sherman Ave,Philadelphia,9131,6925,"Aruvil International, Inc.",30000,1090,30,PHI_upto100,rent    ,per Area,Annual,9.75,9.75,8,8,1.75,1.75,6/26/2025 0:00,t0000784,11053,1
7790,3oh00008,6951 Alan Schwarzwalder Street,Columbus,63858,100,"All-State Belting, LLC",59940,5410,25,COL Up to 100K SF,rent    ,per Area,Annual,7,7,7,7,0,0,6/26/2025 0:00,t0001520,74977,1
1379,xflstuar,6959 Stuart Avenue,Jacksonville,556,6959,Acousti Engineering Company of Florida,22734,1383,35,Jax_upto100,rent    ,per Area,Annual,9,9,7,7,2,2,6/26/2025 0:00,t0000464,1407,1
1674,xnj6965 ,6965 Airport Highway Lane,Philadelphia,2997,6965,"Material Handling Supply, Inc. (MHS Lift)",103000,1047,48,PHI_Over100K,rent    ,per Area,Annual,10.75,10.75,8,8,2.75,2.75,6/26/2025 0:00,t0000545,4294,1
1586,xnjmway7,7 Mary Way,Philadelphia,1580,A       ,"Global Product Sourcing, LLC",20000,1031,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,9.75,9.75,8,8,1.75,1.75,6/26/2025 0:00,t0000497,2414,1
1586,xnjmway7,7 Mary Way,Philadelphia,1581,B       ,"Philadelphia Hardware Group of Philadelphia, Inc.",20000,1032,30,PHI_upto100,rent    ,per Area,Annual,9.75,9.75,8,8,1.75,1.75,6/26/2025 0:00,t0000805,13291,1
5716,3nj00015,7 Pearl Court,Northern NJ/New York,34625,ABC     ,"Volkswagen Group of America, Inc.",19740,2970,41,NNJ_upto100,rent    ,per Area,Annual,17.05,17.05,13.91,13.91,3.14,3.14,6/26/2025 0:00,t0001139,40256,1
5716,3nj00015,7 Pearl Court,Northern NJ/New York,34549,D       ,E & J Hospitality Inc.,12000,2964,41,NNJ_upto100,rent    ,per Area,Annual,17.05,17.05,13.91,13.91,3.14,3.14,6/26/2025 0:00,t0001132,40162,1
5716,3nj00015,7 Pearl Court,Northern NJ/New York,34547,E       ,E & J Hospitality Inc.,5000,2962,41,NNJ_upto100,rent    ,per Area,Annual,17.05,17.05,13.91,13.91,3.14,3.14,6/26/2025 0:00,t0001132,40162,1
5716,3nj00015,7 Pearl Court,Northern NJ/New York,34548,F       ,E & J Hospitality Inc.,7550,2963,41,NNJ_upto100,rent    ,per Area,Annual,17.05,17.05,13.91,13.91,3.14,3.14,6/26/2025 0:00,t0001132,40162,1
3652,xnj70cat,70 Cathy Lane,Philadelphia,12070,1,Door Services Corporation,13500,1094,30,PHI_upto100,rent    ,per Area,Annual,9.5,9.5,8,8,1.5,1.5,6/26/2025 0:00,t0000845,14880,1
3652,xnj70cat,70 Cathy Lane,Philadelphia,12071,B       ,Dream Maker Events and Decors LLC,5740,1095,30,PHI_upto100,rent    ,per Area,Annual,9.5,9.5,8,8,1.5,1.5,6/26/2025 0:00,t0001030,32909,1
5733,3nj00019,70-82 McKee Drive,Northern NJ/New York,33638,70,"Lincoln Technical Institute, Inc.",50400,2939,41,NNJ_upto100,rent    ,per Area,Annual,15,15,13.91,13.91,1.09,1.09,6/26/2025 0:00,t0001111,39127,1
5733,3nj00019,70-82 McKee Drive,Northern NJ/New York,33678,70-A02  ,"American Musical Supply, Inc.",27539,2942,41,NNJ_upto100,rent    ,per Area,Annual,15.5,15.5,13.91,13.91,1.59,1.59,6/26/2025 0:00,t0001113,39172,1
5733,3nj00019,70-82 McKee Drive,Northern NJ/New York,37914,70E     ,"Lincoln Technical Institute, Inc.",28800,3208,41,NNJ_upto100,rent    ,per Area,Annual,15,15,13.91,13.91,1.09,1.09,6/26/2025 0:00,t0001111,39127,1
5733,3nj00019,70-82 McKee Drive,Northern NJ/New York,33641,82B     ,"Six Thirteen Originals, LLC",20616,2940,41,NNJ_upto100,rent    ,per Area,Annual,15.5,15.5,13.91,13.91,1.59,1.59,6/26/2025 0:00,t0001112,39132,1
5733,3nj00019,70-82 McKee Drive,Northern NJ/New York,33642,90,"Six Thirteen Originals, LLC",42645,2941,41,NNJ_upto100,rent    ,per Area,Annual,15.5,15.5,13.91,13.91,1.59,1.59,6/26/2025 0:00,t0001112,39132,1
1874,xil700h ,700 High Grove Boulevard,Chicago,8249,700,Vacant,43519,917,77,Chi_2nd Iteration_upto100,rent    ,per Area,Annual,9,9,6.5,6.5,2.5,2.5,6/26/2025 0:00,,,1
1655,xnjcentr,7055 Central Highway,Philadelphia,2988,7055-1  ,Vacant,20721,1042,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,10.25,10.25,8,8,2.25,2.25,6/26/2025 0:00,,,1
1655,xnjcentr,7055 Central Highway,Philadelphia,2989,7055-2  ,Vacant,9967,1043,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,10,10,8,8,2,2,6/26/2025 0:00,,,1
4115,3md00004,7120 Ambassador Road,Baltimore,23358,7122,State of Maryland,6700,2396,45,BAL_upto100,rent    ,per Area,Annual,10.5,10.5,9,9,1.5,1.5,6/26/2025 0:00,t0000987,26634,1
4115,3md00004,7120 Ambassador Road,Baltimore,23484,7124,Provo Ventures LLC,16261,2401,61,Bal_2nd Iteration_upto100,rent    ,per Area,Annual,9,9,9,9,0,0,6/26/2025 0:00,t0001058,36868,1
4115,3md00004,7120 Ambassador Road,Baltimore,55146,7126,Vacant,6541,4893,61,Bal_2nd Iteration_upto100,rent    ,per Area,Annual,11.5,11.5,9,9,2.5,2.5,6/26/2025 0:00,,,1
4115,3md00004,7120 Ambassador Road,Baltimore,23360,7128,"MASTER’S, INC.",9429,2398,45,BAL_upto100,rent    ,per Area,Annual,11,11,9,9,2,2,6/26/2025 0:00,t0001195,51810,1
4115,3md00004,7120 Ambassador Road,Baltimore,23361,7130,"Club & Cycle, LLC",4234,2399,45,BAL_upto100,rent    ,per Area,Annual,11,11,9,9,2,2,6/26/2025 0:00,t0000990,26981,1
4115,3md00004,7120 Ambassador Road,Baltimore,23483,7132,"Foreman Turf Specialties, Inc.",4161,2400,45,BAL_upto100,rent    ,per Area,Annual,11,11,9,9,2,2,6/26/2025 0:00,t0000992,27034,1
4115,3md00004,7120 Ambassador Road,Baltimore,25517,PARK    ,Vacant,0,2402,45,BAL_upto100,rent    ,per Area,Monthly,4500,4500,9,9,4491,4491,6/26/2025 0:00,,,1
1887,xnj740co,740 Coopertown Road,Philadelphia,4031,740,"STYLEX, INC",133283,1075,68,Phi_2nd Iteration_100plus,rent    ,per Area,Annual,10,10,8,8,2,2,6/26/2025 0:00,t0000669,6006,1
1660,xil747  ,747-777 Chase Ave,Chicago,2973,747,"Acme Industries, Inc.",123200,899,46,CHI_100plus,rent    ,per Area,Annual,7.5,7.5,6.5,6.5,1,1,6/26/2025 0:00,t0000519,4193,1
7781,3il00016,750 District Drive,Chicago,63827,100,"Czervik Holdings, LLC",50753,5378,29,CHI_upto100,rent    ,per Area,Annual,6.5,6.5,6.5,6.5,0,0,6/26/2025 0:00,t0001511,74926,1
1668,xnj7550 ,7550 North Crescent Boulevard,Philadelphia,2987,7550,"Flanagan's Towne Auto Enterprises III, Inc",22000,1041,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,12.25,12.25,8,8,4.25,4.25,6/26/2025 0:00,t0000536,4236,1
1901,xil77whe,77 Wheeling Road,Chicago,4426,77,Terrazzo & Marble Supply Company of IL ,78882,912,29,CHI_upto100,rent    ,per Area,Annual,6.5,7.5,6.5,6.5,0,1,6/26/2025 0:00,t0000665,5994,1
1899,xil770ar,770 Arthur Avenue,Chicago,4042,770,Turner Construction Company,41455,909,29,CHI_upto100,rent    ,per Area,Annual,8,8,6.5,6.5,1.5,1.5,6/26/2025 0:00,t0001516,74971,1
1899,xil770ar,770 Arthur Avenue,Chicago,4043,780,Event Link,21741,910,29,CHI_upto100,rent    ,per Area,Annual,8,8,6.5,6.5,1.5,1.5,6/26/2025 0:00,t0000718,7714,1
3278,xfl7720p,7720 Philips Highway,Jacksonville,6051,A       ,"Florida DeliCo, LLC",52467,1385,35,Jax_upto100,rent    ,per Area,Annual,7.5,7.5,7,7,0.5,0.5,6/26/2025 0:00,t0001501,73876,1
3278,xfl7720p,7720 Philips Highway,Jacksonville,6052,B-C     ,Setzer's and Co. Inc. ,47943,1386,35,Jax_upto100,rent    ,per Area,Annual,7,7,7,7,0,0,6/26/2025 0:00,t0000716,7711,1
