Property HMY,Prop Code,PropName,Market,Unit HMY,UnitCode,TenantName,UnitArea,UnitMlaId,ProfileMlaId,ProfileName,ChargeCode,AmtType,AmtPeriod,UnitMlaRentNew,UnitMlaRentRenew,ProfileMlaRentNew,ProfileMlaRentRenew,NewVariance,RenewVariance,AreaDate,TenantCode,TenantHMY,rn
1754,xgadors ,2009 Dorsey Road,Atlanta,3336,710,Vacant,10979,786,20,ATL_upto100,rent    ,per Area,Annual,5.25,5.25,6,6,-0.75,-0.75,6/26/2025 0:00,,,1
1754,xgadors ,2009 Dorsey Road,Atlanta,3335,750,Vacant,20500,785,20,ATL_upto100,rent    ,per Area,Annual,5.25,5.25,6,6,-0.75,-0.75,6/26/2025 0:00,,,1
3547,xil201ja,201 James Street,Chicago,10536,1050,"Family Vending, LLC",2934,938,29,CHI_upto100,rent    ,per Area,Annual,9.5,9.5,6.5,6.5,3,3,6/26/2025 0:00,t0001448,72579,1
3547,xil201ja,201 James Street,Chicago,10537,1060,"JL Services Group, Inc.",1971,939,77,Chi_2nd Iteration_upto100,rent    ,per Area,Annual,9.5,9.5,6.5,6.5,3,3,6/26/2025 0:00,t0000793,12764,1
3547,xil201ja,201 James Street,Chicago,10538,1070,"A&J Direct, Inc.",4680,940,29,CHI_upto100,rent    ,per Area,Annual,9.5,9.5,6.5,6.5,3,3,6/26/2025 0:00,t0001418,70329,1
3547,xil201ja,201 James Street,Chicago,10539,1080,Lincare Inc,5382,941,29,CHI_upto100,rent    ,per Area,Annual,10,10,6.5,6.5,3.5,3.5,6/26/2025 0:00,t0000950,19638,1
3547,xil201ja,201 James Street,Chicago,9162,201,Frontier Electric Supply,7020,932,29,CHI_upto100,rent    ,per Area,Annual,10,10,6.5,6.5,3.5,3.5,6/26/2025 0:00,t0001155,43261,1
1392,xgahire2,201 Laredo Drive,Atlanta,524,201,Construction Resources Company LLC,30000,751,57,Atl_2nd Iteration_upto100,rent    ,per Area,Annual,10,6.45,9,6.45,1,0,6/26/2025 0:00,t0000437,1339,1
1388,xnj2036b,2036 Briggs Road,Philadelphia,532,100,Goldfish Swim School,10000,1013,30,PHI_upto100,rent    ,per Area,Annual,10.5,10.5,8,8,2.5,2.5,6/26/2025 0:00,t0000450,1386,1
1388,xnj2036b,2036 Briggs Road,Philadelphia,533,200,Kaizen Martial Arts of NJ,5025,1014,30,PHI_upto100,rent    ,per Area,Annual,10.5,10.5,8,8,2.5,2.5,6/26/2025 0:00,t0000452,1388,1
1388,xnj2036b,2036 Briggs Road,Philadelphia,534,300,Escape Movement Center,9849,1015,30,PHI_upto100,rent    ,per Area,Annual,10.5,10.5,8,8,2.5,2.5,6/26/2025 0:00,t0000453,1389,1
1388,xnj2036b,2036 Briggs Road,Philadelphia,535,400,Will-Moor School of Gymnastics,15075,1016,30,PHI_upto100,rent    ,per Area,Annual,10.5,10.5,8,8,2.5,2.5,6/26/2025 0:00,t0000454,1390,1
7734,ioh001  ,2042 Camaro Ave,Columbus,62123,2042,"Sabbow and Co., Inc.",28717,5207,25,COL Up to 100K SF,rent    ,per Area,Annual,7,7,7,7,0,0,6/26/2025 0:00,t0001456,72745,1
3737,3oh00001,2060-2098 N Integrity Dr,Columbus,14787,2060,Ross Restoration,17000,1958,25,COL Up to 100K SF,rent    ,per Area,Annual,8.6,8.6,7,7,1.6,1.6,6/26/2025 0:00,t0001047,34065,1
3737,3oh00001,2060-2098 N Integrity Dr,Columbus,14788,2064,"Boston Barricade Company, Inc.",8000,1959,25,COL Up to 100K SF,rent    ,per Area,Annual,10,10,7,7,3,3,6/26/2025 0:00,t0001238,52041,1
3737,3oh00001,2060-2098 N Integrity Dr,Columbus,14789,2066,"Benchmark Building Supply,Inc.",8000,1960,25,COL Up to 100K SF,rent    ,per Area,Annual,9,9,7,7,2,2,6/26/2025 0:00,t0000993,27056,1
3737,3oh00001,2060-2098 N Integrity Dr,Columbus,15298,2068,Packard Forest Products,32000,1964,25,COL Up to 100K SF,rent    ,per Area,Annual,7,7,7,7,0,0,6/26/2025 0:00,t0000928,18140,1
3737,3oh00001,2060-2098 N Integrity Dr,Columbus,14791,2078,"Distribution International Southwest, Inc.",17000,1961,25,COL Up to 100K SF,rent    ,per Area,Annual,8.1,8.1,7,7,1.1,1.1,6/26/2025 0:00,t0000929,18141,1
3737,3oh00001,2060-2098 N Integrity Dr,Columbus,14792,2080,Ohio Department of Administrative Services,40800,1962,25,COL Up to 100K SF,rent    ,per Area,Annual,7,7,7,7,0,0,6/26/2025 0:00,t0000930,18156,1
3737,3oh00001,2060-2098 N Integrity Dr,Columbus,14793,2098,Ohio Department of Job and Family Services,39200,1963,25,COL Up to 100K SF,rent    ,per Area,Annual,6.5,6.5,7,7,-0.5,-0.5,6/26/2025 0:00,t0000934,18179,1
2987,xnj2075h,2075 High Hill Road,Philadelphia,5741,2075,"Bridgestone Hosepower, LLC",33078,1083,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,10,7.53,8,8,2,-0.47,6/26/2025 0:00,t0000703,7395,1
1393,xgahire3,210 Rio Circle,Atlanta,526,210,Construction Resources Company LLC,40841,753,57,Atl_2nd Iteration_upto100,rent    ,per Area,Annual,9.25,9.25,9,9,0.25,0.25,6/26/2025 0:00,t0000438,1340,1
1894,xga2100b,2100 Boggs Road,Atlanta,4022,2100,"Averr Aglow, LLC",103289,787,62,Atl_2nd Iteration_100plus,rent    ,per Area,Annual,7.61,7.61,5.25,5.25,2.36,2.36,6/26/2025 0:00,t0000639,5500,1
3798,3il00003,2100 W 32nd,Chicago,15851,2100,Active Roofing LLC,19511,2089,29,CHI_upto100,rent    ,per Area,Annual,7,7,6.5,6.5,0.5,0.5,6/26/2025 0:00,t0000937,18774,1
1734,xil2101 ,2101 Arthur Avenue,Chicago,3503,200,"Logisteed America, Inc.",26994,905,77,Chi_2nd Iteration_upto100,rent    ,per Area,Annual,9,9.25,6.5,6.5,2.5,2.75,6/26/2025 0:00,t0001197,51812,1
1734,xil2101 ,2101 Arthur Avenue,Chicago,56839,B       ,Vacant,21080,5018,77,Chi_2nd Iteration_upto100,rent    ,per Area,Annual,9.25,9.25,6.5,6.5,2.75,2.75,6/26/2025 0:00,,,1
1734,xil2101 ,2101 Arthur Avenue,Chicago,3502,B-C     ,Centerpoint Marketing Inc.,34455,904,29,CHI_upto100,rent    ,per Area,Annual,9.25,9.25,6.5,6.5,2.75,2.75,6/26/2025 0:00,t0000594,4905,1
5460,3nc00004,2101 Westinghouse Boulevard,"Charlotte, NC",31741,A       ,"cbdMD, Inc.",80000,2924,82,Car_2nd Iteration_upto100,rent    ,per Area,Annual,7.9,7.9,6,6,1.9,1.9,6/26/2025 0:00,t0001082,36952,1
5460,3nc00004,2101 Westinghouse Boulevard,"Charlotte, NC",32748,C       ,"Atlas Copco Compressors, LLC",56000,2925,43,CAR_upto100,rent    ,per Area,Annual,8.16,7.65,6,6,2.16,1.65,6/26/2025 0:00,t0001088,38078,1
5460,3nc00004,2101 Westinghouse Boulevard,"Charlotte, NC",32749,D       ,"Atlas Copco Compressors, LLC",64000,2977,52,CAR_100K Pus,rent    ,per Area,Annual,8.16,7.75,6,6,2.16,1.75,6/26/2025 0:00,t0001088,38078,1
2988,xtx2125v,2125 Vanco Drive,Dallas,8112,2125,Vacant,26532,836,85,Dal_upto100_2nd,rent    ,per Area,Annual,10.5,7.5,7.5,7.5,3,0,6/26/2025 0:00,,,1
3634,3ga00001,2160 Hills Avenue,Atlanta,12599,A       ,Vacant,8052,1876,20,ATL_upto100,rent    ,per Area,Annual,13,13,6,6,7,7,6/26/2025 0:00,,,1
3634,3ga00001,2160 Hills Avenue,Atlanta,12598,B       ,Goodman Decorating,13950,1875,20,ATL_upto100,rent    ,per Area,Annual,13,13,6,6,7,7,6/26/2025 0:00,t0001020,29302,1
3634,3ga00001,2160 Hills Avenue,Atlanta,12600,C       ,"Champion Gymnastics & Cheer, LLC,",10285,4490,20,ATL_upto100,rent    ,per Area,Annual,13,13,6,6,7,7,6/26/2025 0:00,t0001271,53555,1
1787,xnj220r ,220 Route 70,Philadelphia,3506,A       ,Vacant,60880,1069,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,8.25,8.25,8,8,0.25,0.25,6/26/2025 0:00,,,1
1787,xnj220r ,220 Route 70,Philadelphia,3507,B       ,"Simonik Transportation & Warehousing Group, LLC",23545,1070,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,8.25,8.25,8,8,0.25,0.25,6/26/2025 0:00,t0001151,42687,1
5726,3nc00005,2200 Executive Street,"Charlotte, NC",32754,100,City of Charlotte,22961,2928,82,Car_2nd Iteration_upto100,rent    ,per Area,Annual,12.75,13.26,6,6,6.75,7.26,6/26/2025 0:00,t0001116,39273,1
5727,3md00005,221 Cockeysville Road,Baltimore,32794,A       ,"TA Dispatch, LLC",22500,2920,61,Bal_2nd Iteration_upto100,rent    ,per Area,Annual,10.75,10.75,9,9,1.75,1.75,6/26/2025 0:00,t0001107,38415,1
5727,3md00005,221 Cockeysville Road,Baltimore,32795,B       ,"Marathon Roofing, Inc.",7525,2921,60,Bal_3rd Iteration_upto100,rent    ,per Area,Annual,10.75,6.05,9,9,1.75,-2.95,6/26/2025 0:00,t0001106,38211,1
5727,3md00005,221 Cockeysville Road,Baltimore,32796,C       ,"Laker Partners, LLC",2674,2922,61,Bal_2nd Iteration_upto100,rent    ,per Area,Annual,11.5,11.5,9,9,2.5,2.5,6/26/2025 0:00,t0001179,46541,1
3669,xil222ja,222 James Street,Chicago,12833,222,"United Refrigeration, Inc.",11020,1708,29,CHI_upto100,rent    ,per Area,Annual,9.5,9.5,6.5,6.5,3,3,6/26/2025 0:00,t0000881,17601,1
3669,xil222ja,222 James Street,Chicago,12834,224,Triple Trading,12905,1709,29,CHI_upto100,rent    ,per Area,Annual,10.5,10.5,6.5,6.5,4,4,6/26/2025 0:00,t0001016,29046,1
4171,3tx00004,2220 Chemsearch Blvd,Dallas,20992,150,"An Texas Region Management, Ltd.",77259,2378,22,Dallas_upto100,rent    ,per Area,Annual,7.2,11.15,7.5,7.5,-0.3,3.65,6/26/2025 0:00,t0000979,24013,1
4171,3tx00004,2220 Chemsearch Blvd,Dallas,20993,200,Vacant,38667,2379,22,Dallas_upto100,rent    ,per Area,Annual,11.5,9,7.5,7.5,4,1.5,6/26/2025 0:00,,,1
1394,xgahire4,224 Rio Circle,Atlanta,527,224,Construction Resources Company LLC,33000,754,57,Atl_2nd Iteration_upto100,rent    ,per Area,Annual,9.25,6.75,9,6.45,0.25,0.3,6/26/2025 0:00,t0000439,1341,1
1658,xtn225bo,225 Bobrick Drive,Memphis,2966,101,"Forestwood Farms, Inc.",45820,1609,27,MEM_Upto100,rent    ,per Area,Annual,4.5,4.25,4.15,4.15,0.35,0.1,6/26/2025 0:00,t0000652,5644,1
1658,xtn225bo,225 Bobrick Drive,Memphis,2968,103,Vacant,33340,1611,73,Mem_2nd Iteration_upto100,rent    ,per Area,Annual,4,4,4.15,4.15,-0.15,-0.15,6/26/2025 0:00,,,1
1658,xtn225bo,225 Bobrick Drive,Memphis,2967,229,"Garrard and Woodside, LLC",20840,1610,74,Mem_3rd Iteration_upto100,rent    ,per Area,Annual,4.15,4.15,4.15,4.15,0,0,6/26/2025 0:00,t0000523,4203,1
7760,3ca00003,2260 S. Archibald Street,Los Angeles,62847,A       ,Lauxes Grates Corp.,6725,5267,93,LA_2nd Iteration_upto100K,rent    ,per Area,Annual,16,22.57,15,15,1,7.57,6/26/2025 0:00,t0001474,73684,1
7760,3ca00003,2260 S. Archibald Street,Los Angeles,62845,B       ,Vacant,6184,5265,93,LA_2nd Iteration_upto100K,rent    ,per Area,Annual,16,16,15,15,1,1,6/26/2025 0:00,,,1
7760,3ca00003,2260 S. Archibald Street,Los Angeles,62869,C       ,Edgardo Padilla,6184,5270,93,LA_2nd Iteration_upto100K,rent    ,per Area,Annual,15,15,15,15,0,0,6/26/2025 0:00,t0001488,73719,1
7760,3ca00003,2260 S. Archibald Street,Los Angeles,62848,D       ,Pivot Studio LLC,6634,5268,93,LA_2nd Iteration_upto100K,rent    ,per Area,Annual,16,21.85,15,15,1,6.85,6/26/2025 0:00,t0001473,73683,1
7760,3ca00003,2260 S. Archibald Street,Los Angeles,62846,E       ,Sandwox Abrasive Inc.,6634,5266,93,LA_2nd Iteration_upto100K,rent    ,per Area,Annual,16,19.15,15,15,1,4.15,6/26/2025 0:00,t0001472,73682,1
7760,3ca00003,2260 S. Archibald Street,Los Angeles,62849,F       ,"KGPCo Services, L.L.C.",6080,5269,93,LA_2nd Iteration_upto100K,rent    ,per Area,Annual,16,16,15,15,1,1,6/26/2025 0:00,t0001475,73685,1
7025,3nj00026,23 Farinella Drive,Northern NJ/New York,55382,100,Vacant,33524,4981,76,NNJ_2nd Iteration_upto100,rent    ,per Area,Annual,16.75,16.75,13.91,13.91,2.84,2.84,6/26/2025 0:00,,,1
7025,3nj00026,23 Farinella Drive,Northern NJ/New York,55371,200,"Novartis Services, Inc.",10580,4982,41,NNJ_upto100,rent    ,per Area,Annual,15.75,15.75,13.91,13.91,1.84,1.84,6/26/2025 0:00,t0001387,64287,1
4170,3tx00003,2300 E Randol Mill Road,Dallas,21108,100,"Doskocil Manufacturing Company, Inc.",50888,2380,22,Dallas_upto100,rent    ,per Area,Annual,9,12.92,7.5,7.5,1.5,5.42,6/26/2025 0:00,t0000981,24146,1
3545,xil231ja,231 James Street,Chicago,9153,1071,"Fitzsimmons Surgical Supply, Inc.",7352,923,29,CHI_upto100,rent    ,per Area,Annual,9,9,6.5,6.5,2.5,2.5,6/26/2025 0:00,t0000804,13276,1
3545,xil231ja,231 James Street,Chicago,9148,231,American Expediting Logistics LLC,5402,918,29,CHI_upto100,rent    ,per Area,Annual,10,10,6.5,6.5,3.5,3.5,6/26/2025 0:00,t0000798,13232,1
3545,xil231ja,231 James Street,Chicago,9149,233,Skala Manufacturing,2139,919,29,CHI_upto100,rent    ,per Area,Annual,10.5,10.5,6.5,6.5,4,4,6/26/2025 0:00,t0001050,36272,1
3545,xil231ja,231 James Street,Chicago,9150,235,"Quench USA, Inc.",7494,920,29,CHI_upto100,rent    ,per Area,Annual,9.5,9.5,6.5,6.5,3,3,6/26/2025 0:00,t0001417,70328,1
3545,xil231ja,231 James Street,Chicago,9151,237,A-1 Outlet,7500,921,29,CHI_upto100,rent    ,per Area,Annual,9.5,9.5,6.5,6.5,3,3,6/26/2025 0:00,t0001013,28536,1
3545,xil231ja,231 James Street,Chicago,9154,239,A-1 Outlet,7500,924,29,CHI_upto100,rent    ,per Area,Annual,9.5,9.5,6.5,6.5,3,3,6/26/2025 0:00,t0001013,28536,1
3545,xil231ja,231 James Street,Chicago,9152,241,"Fitzsimmons Surgical Supply, Inc.",2915,922,29,CHI_upto100,rent    ,per Area,Annual,9.5,9.5,6.5,6.5,3,3,6/26/2025 0:00,t0000804,13276,1
3546,xil240ja,240-252 James Street,Chicago,9155,240,Vacant,4900,925,29,CHI_upto100,rent    ,per Area,Annual,6.5,6.5,6.5,6.5,0,0,6/26/2025 0:00,,,1
3546,xil240ja,240-252 James Street,Chicago,9156,242,Vacant,2900,926,29,CHI_upto100,rent    ,per Area,Annual,6.5,6.5,6.5,6.5,0,0,6/26/2025 0:00,,,1
3546,xil240ja,240-252 James Street,Chicago,9157,244,Vacant,3500,927,29,CHI_upto100,rent    ,per Area,Annual,6.5,6.5,6.5,6.5,0,0,6/26/2025 0:00,,,1
3546,xil240ja,240-252 James Street,Chicago,9158,246,Vacant,7500,928,29,CHI_upto100,rent    ,per Area,Annual,6.5,6.5,6.5,6.5,0,0,6/26/2025 0:00,,,1
3546,xil240ja,240-252 James Street,Chicago,9159,248,Vacant,6000,929,29,CHI_upto100,rent    ,per Area,Annual,6.5,6.5,6.5,6.5,0,0,6/26/2025 0:00,,,1
3546,xil240ja,240-252 James Street,Chicago,9160,250,Vacant,3500,930,29,CHI_upto100,rent    ,per Area,Annual,6.5,6.5,6.5,6.5,0,0,6/26/2025 0:00,,,1
3546,xil240ja,240-252 James Street,Chicago,9161,252,Vacant,4300,931,29,CHI_upto100,rent    ,per Area,Annual,6.5,6.5,6.5,6.5,0,0,6/26/2025 0:00,,,1
3621,xtx2445s,2445 Santa Anna Avenue,Dallas,10007,2445,"HIVES AND HONEY COMMERCIAL HOLDINGS, LLC",40116,1278,22,Dallas_upto100,rent    ,per Area,Annual,8.75,8.75,7.5,7.5,1.25,1.25,6/26/2025 0:00,t0000807,13433,1
1395,xgahire5,246 Rio Circle,Atlanta,528,246,Construction Resources Company LLC,37500,755,57,Atl_2nd Iteration_upto100,rent    ,per Area,Annual,9.25,6.75,9,6.45,0.25,0.3,6/26/2025 0:00,t0000440,1342,1
6094,3fl00011,2479 Eunice Ave,Miami,39731,100,"Christie Lites Orlando, LLC",121440,3116,80,Orl_2nd Iteration_100plus,rent    ,per Area,Annual,8.75,8.75,8,8,0.75,0.75,6/26/2025 0:00,t0001172,45811,1
1789,xil250n ,250 North Washtenaw Avenue,Chicago,3840,250,Mighty Cake Company LLC,46000,906,29,CHI_upto100,rent    ,per Area,Annual,9,9,6.5,6.5,2.5,2.5,6/26/2025 0:00,t0000608,5277,1
1891,xil2500w,2500 West Lake,Chicago,4027,2500,"A. MESSE ACQUISITION, LLC",13000,908,78,Chi_3rd Iteration_upto100,rent    ,per Area,Annual,11,11,6.5,6.5,4.5,4.5,6/26/2025 0:00,t0000642,5504,1
1396,xgahire6,252 Rio Circle,Atlanta,529,252,Construction Resources Company LLC,16600,756,57,Atl_2nd Iteration_upto100,rent    ,per Area,Annual,10,6.45,9,6.45,1,0,6/26/2025 0:00,t0000441,1343,1
6581,3fl00012,2550 Cabot Commerce Dr,Jacksonville,46974,21,Mueller Streamline Co.,48000,4607,35,Jax_upto100,rent    ,per Area,Annual,9.25,9.25,7,7,2.25,2.25,6/26/2025 0:00,t0001310,54514,1
6581,3fl00012,2550 Cabot Commerce Dr,Jacksonville,46784,22,PAS Reform North America LLC,36000,4604,70,Jax_2nd Iteration_upto100,rent    ,per Area,Annual,9.25,9.25,7,7,2.25,2.25,6/26/2025 0:00,t0001282,54296,1
6581,3fl00012,2550 Cabot Commerce Dr,Jacksonville,46790,400,"Caribbean Shipping Services, Inc.",48055,4605,35,Jax_upto100,rent    ,per Area,Annual,9.25,9.25,7,7,2.25,2.25,6/26/2025 0:00,t0001286,54305,1
6581,3fl00012,2550 Cabot Commerce Dr,Jacksonville,47781,600,Iron Mountain Information Management LLC,60055,4609,35,Jax_upto100,rent    ,per Area,Annual,9,9,7,7,2,2,6/26/2025 0:00,t0001319,55449,1
6592,3fl00015,2562 Cabot Commerce Circle,Jacksonville,47780,1,"Margo State Line, Inc.",129665,4603,84,Jax_100plus,rent    ,per Area,Annual,8.5,8.5,7,7,1.5,1.5,6/26/2025 0:00,t0001318,55448,1
7756,3ca00002,2580 E. Philadelphia Street,Los Angeles,62823,A-C     ,"Diagnostic Solutions International, LLC",17243,5271,92,LA_upto100,rent    ,per Area,Annual,16.2,19.99,15,15,1.2,4.99,6/26/2025 0:00,t0001464,73600,1
7756,3ca00002,2580 E. Philadelphia Street,Los Angeles,62825,D       ,Biloban Inc.,6034,5272,92,LA_upto100,rent    ,per Area,Annual,16.2,19.72,15,15,1.2,4.72,6/26/2025 0:00,t0001466,73602,1
7756,3ca00002,2580 E. Philadelphia Street,Los Angeles,62824,E       ,SMI Global LLC and Artrix Innovation Inc.,7749,5264,93,LA_2nd Iteration_upto100K,rent    ,per Area,Annual,16.2,21.64,15,15,1.2,6.64,6/26/2025 0:00,t0001465,73601,1
3740,3nj00003,26 Hanes Drive,Northern NJ/New York,14897,100,Z.One Concept USA,20500,2344,41,NNJ_upto100,rent    ,per Area,Annual,17.15,17.15,13.91,13.91,3.24,3.24,6/26/2025 0:00,t0000908,17727,1
3740,3nj00003,26 Hanes Drive,Northern NJ/New York,14898,200,Z.One Concept USA,20500,2345,41,NNJ_upto100,rent    ,per Area,Annual,17.15,17.15,13.91,13.91,3.24,3.24,6/26/2025 0:00,t0000908,17727,1
2992,xtx2616a,2616 Andjon Drive,Dallas,5842,2610,Vacant,8279,818,85,Dal_upto100_2nd,rent    ,per Area,Annual,9,9,7.5,7.5,1.5,1.5,6/26/2025 0:00,,,1
2992,xtx2616a,2616 Andjon Drive,Dallas,5316,2614,Sila-M LLC,8204,817,22,Dallas_upto100,rent    ,per Area,Annual,9,9,7.5,7.5,1.5,1.5,6/26/2025 0:00,t0001024,30325,1
2992,xtx2616a,2616 Andjon Drive,Dallas,5843,2616,"Z&A Enterprises, LLC",8923,834,56,Z&A Fixed Renewal Option,rent    ,per Area,Annual,9,9,8.78,8.78,0.22,0.22,6/26/2025 0:00,t0000708,7540,1
1689,xga265c ,265 Castleberry Industrial Drive,Atlanta,3026,265,"StruXure Outdoor, LLC",82486,777,20,ATL_upto100,rent    ,per Area,Annual,10.5,10.25,6,6,4.5,4.25,6/26/2025 0:00,t0000768,10108,1
1685,xtx2655 ,2655 Freewood Drive,Dallas,5317,2655,LS Elite LLC,30840,833,22,Dallas_upto100,rent    ,per Area,Annual,8,8,7.5,7.5,0.5,0.5,6/26/2025 0:00,t0000759,9881,1
4078,3oh00002,2701 Bobmeyer Rd,Cincinnati,16724,A       ,Star Moving and Storage Company,40212,1955,28,CIN_upto100K,rent    ,per Area,Annual,6,6,5,5,1,1,6/26/2025 0:00,t0000953,19725,1
3639,xil2710l,2710 W Lake St,Chicago,12625,100,Vacant,24000,1706,29,CHI_upto100,rent    ,per Area,Annual,6.5,6.5,6.5,6.5,0,0,6/26/2025 0:00,,,1
6668,3tx00019,2833 S Cravens Road,Dallas,49754,100,"VoidForm Products, LLC",10800,4669,22,Dallas_upto100,rent    ,per Area,Annual,6.85,6.85,7.5,7.5,-0.65,-0.65,6/26/2025 0:00,t0001349,57759,1
3632,xga2900j,2900 Jones Mill,Atlanta,12621,A       ,"Reliable Restoration, LLC",58362,1399,57,Atl_2nd Iteration_upto100,rent    ,per Area,Annual,10,10,9,6.45,1,3.55,6/26/2025 0:00,t0001241,52048,1
6666,3tx00017,2901 S. Cravens Rd.,Dallas,49753,100,"VoidForm Products, LLC",13800,4668,22,Dallas_upto100,rent    ,per Area,Annual,8.75,8.75,7.5,7.5,1.25,1.25,6/26/2025 0:00,t0001348,57758,1
6142,3md00006,2915 Wilmarco Ave,Baltimore,44845,100,Aalberts Surface Treatment Corp.,63040,3489,45,BAL_upto100,rent    ,per Area,Annual,10.5,10.5,9,9,1.5,1.5,6/26/2025 0:00,t0001193,51803,1
1397,xgahire7,2980 Pine Street,Atlanta,530,2980,Construction Resources Company LLC,27322,757,57,Atl_2nd Iteration_upto100,rent    ,per Area,Annual,10,6.45,9,6.45,1,0,6/26/2025 0:00,t0000442,1344,1
1584,xnjmway3,3 Mary Way,Philadelphia,1539,A       ,ABC Supply,10550,1023,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,9.75,10.24,8,8,1.75,2.24,6/26/2025 0:00,t0000771,10195,1
1584,xnjmway3,3 Mary Way,Philadelphia,1544,B       ,ABC Supply,21250,1024,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,9.75,10.24,8,8,1.75,2.24,6/26/2025 0:00,t0000771,10195,1
1584,xnjmway3,3 Mary Way,Philadelphia,1545,C       ,ABC Supply,10760,1025,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,9.75,10.24,8,8,1.75,2.24,6/26/2025 0:00,t0000771,10195,1
5712,3nj00012,3 Pearl Court,Northern NJ/New York,34627,3-DEF   ,WAB US Corporation,21000,2971,76,NNJ_2nd Iteration_upto100,rent    ,per Area,Annual,17.05,17.05,13.91,13.91,3.14,3.14,6/26/2025 0:00,t0001140,40257,1
5712,3nj00012,3 Pearl Court,Northern NJ/New York,35671,A       ,CORMED USA INC.,6500,3207,41,NNJ_upto100,rent    ,per Area,Annual,17.5,17.5,13.91,13.91,3.59,3.59,6/26/2025 0:00,t0001144,41636,1
5712,3nj00012,3 Pearl Court,Northern NJ/New York,34494,B       ,Vacant,9500,2957,41,NNJ_upto100,rent    ,per Area,Annual,17.25,17.25,13.91,13.91,3.34,3.34,6/26/2025 0:00,,,1
5712,3nj00012,3 Pearl Court,Northern NJ/New York,34520,C       ,"Solid Surface Care, Inc.",4500,2958,41,NNJ_upto100,rent    ,per Area,Annual,17.25,17.25,13.91,13.91,3.34,3.34,6/26/2025 0:00,t0001130,40140,1
1881,xnj30les,30 Leslie Court,Northern NJ/New York,3852,30,Nephros,16003,2338,41,NNJ_upto100,rent    ,per Area,Annual,14.75,14.75,13.91,13.91,0.84,0.84,6/26/2025 0:00,t0001042,34003,1
1881,xnj30les,30 Leslie Court,Northern NJ/New York,24482,40,Gotham FC,9247,2347,41,NNJ_upto100,rent    ,per Area,Annual,14.75,14.75,13.91,13.91,0.84,0.84,6/26/2025 0:00,t0001007,28347,1
7857,3nj00033,300 Forge Way,Northern NJ/New York,64139,300-1   ,Vacant,0,5428,41,NNJ_upto100,rent    ,per Area,Annual,15.5,15.5,13.91,13.91,1.59,1.59,6/26/2025 0:00,,,1
7857,3nj00033,300 Forge Way,Northern NJ/New York,64137,300-3   ,Vacant,0,5426,41,NNJ_upto100,rent    ,per Area,Annual,15.5,15.5,13.91,13.91,1.59,1.59,6/26/2025 0:00,,,1
7857,3nj00033,300 Forge Way,Northern NJ/New York,64138,300-3A  ,Vacant,0,5427,41,NNJ_upto100,rent    ,per Area,Annual,15.5,15.5,13.91,13.91,1.59,1.59,6/26/2025 0:00,,,1
2724,xohcolu1,3000 – 3004 E 14th Avenue,Columbus,4572,3000,"FCX Performance, Inc.",44000,859,67,Col_2nd Iteration_upto100,rent    ,per Area,Annual,7.5,6.73,7,7,0.5,-0.27,6/26/2025 0:00,t0000671,6320,1
2724,xohcolu1,3000 – 3004 E 14th Avenue,Columbus,4573,3004,"True World Foods Columbus, LLC",17850,860,25,COL Up to 100K SF,rent    ,per Area,Annual,8,8,7,7,1,1,6/26/2025 0:00,t0000675,6326,1
1398,xgahire8,3000 Pine Street,Atlanta,531,3000,Construction Resources Company LLC,20000,758,57,Atl_2nd Iteration_upto100,rent    ,per Area,Annual,10,6.45,9,6.45,1,0,6/26/2025 0:00,t0000443,1345,1
1387,xnj3001i,3001 Irwin Road,Philadelphia,536,A       ,Vacant,24600,1017,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,11,11,8,8,3,3,6/26/2025 0:00,,,1
1387,xnj3001i,3001 Irwin Road,Philadelphia,537,B       ,Vacant,24805,1018,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,11,11,8,8,3,3,6/26/2025 0:00,,,1
1387,xnj3001i,3001 Irwin Road,Philadelphia,538,C       ,CF17 MANAGEMENT LLC,25651,1019,30,PHI_upto100,rent    ,per Area,Annual,11,11,8,8,3,3,6/26/2025 0:00,t0000459,1400,1
1387,xnj3001i,3001 Irwin Road,Philadelphia,2248,D       ,Faropoint,3555,1036,55,Phi_2nd Iteration_upto100,rent    ,per Area,Annual,9,9,8,8,1,1,6/26/2025 0:00,t0000959,20277,1
1387,xnj3001i,3001 Irwin Road,Philadelphia,539,E       ,CF17 MANAGEMENT LLC,12187,1020,30,PHI_upto100,rent    ,per Area,Annual,10.25,10.25,8,8,2.25,2.25,6/26/2025 0:00,t0000459,1400,1
2726,xohcolu3,3040 – 3050 E 14th Avenue,Columbus,4577,3040,"True World Foods Columbus, LLC",5893,864,25,COL Up to 100K SF,rent    ,per Area,Annual,8.5,8.5,7,7,1.5,1.5,6/26/2025 0:00,t0001073,36923,1
