hmy_property,propert code,unit/space,acquisition sf,renewal probability,downtime(months),abatement-new(months),abatement-renew(months),e1 start date,e1 term (months),e1 annual escalations (%),e1 base rent-new ($psf),e1 base rent-renew ($psf),e1 lc-new %,e1 lc-renew %,e1 ti-new ($psf),e1 ti-renew ($psf),e1 tenanat options ($ psf),e2 start date,e2 term (months),e2 annual escalations (%),e2 base rent-new ($psf),e2 base rent-renew ($psf),e2 lc-new %,e2 lc-renew %,e2 ti-new ($psf),e2 ti-renew ($psf),e2 tenanat options ($ psf),acq. analysis start date,acq. marketbase rent - new,acq. marketbase rent - renew,effective rent growth yr 1(%),effective rent growth yr 2(%),effective rent growth yr 3(%),effective rent growth yr 4(%),effective rent growth yr 5(%),effective rent growth yr 6(%)
1734,xil2101,100-300,34455,75,9,0,1,6/1/2025,60,2.5,6.85,6.85,6,5,2,1,0,6/1/2030,60,2.5,7.94,7.94,6,5,2,1,0,10/15/2021,6.15,6.15,3,0,0,0,0,0
1734,xil2101,200,26994,75,9,0,1,10/1/2024,60,3,6.71,6.71,6,5,2,1,0,10/1/2029,60,3,7.78,7.78,6,5,2,1,0,10/15/2021,6.15,6.15,3,0,0,0,0,0
1735,xnj108n,108,23912,75,9,0,1,10/1/2024,48,2.5,8.73,8.73,6,4,7,4,0,10/1/2028,48,2.5,10.21,10.21,6,4,3,2,0,9/23/2021,7.75,7.75,4,0,0,0,0,0
1754,xgadors,500,14007,75,9,0,1,11/1/2022,60,3,7.4,7.4,7,6,2,0,4.38,11/1/2027,60,3,9.01,9.01,7,6,2,0,0,10/6/2021,7.1,7.1,4,0,0,0,0,0
1754,xgadors,200,16433,75,9,0,1,12/1/2022,60,3,7.43,7.43,7,6,2,0,4.38,12/1/2027,60,3,9.04,9.04,7,6,2,0,0,10/6/2021,7.1,7.1,4,0,0,0,0,0
1754,xgadors,710,10529,75,9,0,1,12/1/2022,60,3,7.43,7.43,7,6,2,0,4.38,12/1/2027,60,3,9.04,9.04,7,6,2,0,0,10/6/2021,7.1,7.1,4,0,0,0,0,0
1754,xgadors,400,32573,75,9,0,1,12/1/2022,60,3,6.8,6.8,7,6,2,0,4.38,12/1/2027,60,3,8.27,8.27,7,6,2,0,0,10/6/2021,6.5,6.5,4,0,0,0,0,0
1754,xgadors,300,11876,75,9,0,1,2/1/2026,60,3,8.41,8.41,7,6,2,0,6.5,2/1/2031,60,3,10.23,10.23,7,6,2,0,0,10/6/2021,7.1,7.1,4,0,0,0,0,0
1754,xgadors,600,12000,75,9,0,1,10/1/2025,60,3,8.3,8.3,7,6,2,0,8.14,10/1/2030,60,3,10.1,10.1,7,6,2,0,0,10/6/2021,7.1,7.1,4,0,0,0,0,0
1755,xoh8655,8655,30512,75,9,0,1,10/1/2025,60,2.5,6.18,6.18,6,3,2,1,0,10/1/2030,60,2.5,7.16,7.16,6,3,2,1,0,10/26/2021,5.5,5.5,3,0,0,0,0,0
1756,xpa12111,1211,103421,75,9,0,1,12/1/2033,48,3,9.92,9.92,6,4,3,1,0,12/1/2037,48,3,12.06,12.06,6,4,3,1,0,10/31/2021,5.5,5.5,5,0,0,0,0,0
1757,xpa327c,327,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
1785,xnj14th,14A,33819,75,9,0,1,5/1/2027,48,3,10.48,10.48,6,4,5,3,0,5/1/2031,48,3,12.74,12.74,6,4,5,3,0,10/19/2021,8,8,5,0,0,0,0,0
1785,xnj14th,14B,12059,50,9,0,1,1/1/2023,48,3,7.95,7.95,6,4,5,3,0,1/1/2027,48,3,9.67,9.67,6,4,5,3,0,10/19/2021,7.5,7.5,5,0,0,0,0,0
1786,xoh382c,382,47635,75,9,0,2,5/1/2024,60,1.9,5.64,5.64,6,3,1.5,0.75,0,5/1/2029,60,1.9,6.54,6.54,6,3,1.5,0.75,0,11/19/2021,5.25,5.25,3,0,0,0,0,0
1787,xnj220r,B,23545,75,9,0,1,11/1/2023,36,2,6.05,6.05,6,4,2,1,11,11/1/2026,36,2,7,7,6,4,2,1,0,11/18/2021,5.5,5.5,5,0,0,0,0,0
1787,xnj220r,A,60880,75,9,0,1,11/1/2025,48,3,6.67,6.67,6,4,5,3,0,11/1/2029,48,3,8.11,8.11,6,4,2,1,0,11/18/2021,5.5,5.5,5,0,0,0,0,0
1788,xnj10tw,10,44000,0,6,0,1,9/1/2024,48,3,7.44,7.44,6,4,1,0.5,0,9/1/2028,48,3,9.05,9.05,6,4,1,0.5,0,11/23/2021,6.5,6.5,5,0,0,0,0,0
1789,xil250n,250,46000,100,0,0,0,12/1/2023,120,2.5,0,0,0,0,0,0,9,12/1/2033,120,2.5,0,0,0,0,0,0,0,11/16/2021,0,0,3,0,0,0,0,0
1790,xtnawg1,4641,287664,0,9,0,1,1/1/2024,60,3,3,3,6,4,2,1,0,1/1/2029,60,3,3.64,3.64,6,4,2,1,0,10/27/2021,2.75,2.75,4,0,0,0,0,0
1791,xtnawg2,4690,145758,0,9,0,1,1/1/2024,60,3,3.05,3.05,6,4,2,1,0,1/1/2029,60,3,3.71,3.71,6,4,2,1,0,10/27/2021,2.8,2.8,4,0,0,0,0,0
1873,xil529t,529,62000,75,6,0,1,1/1/2029,60,2.5,7.91,7.91,6,5,1.5,0.75,0,1/1/2034,60,2.5,9.62,9.62,6,5,1.5,0.75,0,12/14/2021,6,6,4,0,0,0,0,0
1874,xil700h,700,44175,0,12,0,0,1/1/2023,60,3,5.93,5.93,6,0,5,0,0,1/1/2028,60,3,6.87,6.87,6,5,2,1,0,12/15/2021,5.75,5.75,3,0,0,0,0,0
1876,xnj17pol,01,8438,75,6,0,0,4/1/2026,60,3,15.73,15.73,6,4,7,3,0,4/1/2031,60,3,21.05,21.05,6,4,3,1,0,12/17/2021,12.25,12.25,6,0,0,0,0,0
1876,xnj17pol,4.1,20962,75,6,0,0,1/1/2029,60,3.4,19.59,19.59,6,4,1.5,0.75,0,1/1/2034,60,3.4,26.22,26.22,6,4,3,1,0,12/17/2021,13,13,6,0,0,0,0,0
1876,xnj17pol,02,17473,0,6,0,0,11/1/2022,60,3,13.15,13.15,6,4,21,21,0,11/1/2027,60,3,17.6,17.6,6,4,2,1,0,12/17/2021,12.5,12.5,6,0,0,0,0,0
1876,xnj17pol,04,15179,75,6,0,0,11/1/2031,60,3,23.11,23.11,6,4,1.5,0.75,0,11/1/2036,60,3,30.92,30.92,6,4,3,1,0,12/17/2021,13,13,6,0,0,0,0,0
1876,xnj17pol,03,18442,75,6,0,0,9/1/2022,60,3,12.76,12.76,6,4,5,1,0,9/1/2027,60,3,17.08,17.08,6,4,2,1,0,12/17/2021,12.25,12.25,6,0,0,0,0,0
1876,xnj17pol,05,23643,100,0,0,0,6/1/2022,60,3,12.58,12.58,6,0,0,10,0,6/1/2027,60,3,16.83,16.83,6,4,2,1,0,12/17/2021,12.25,12.25,6,0,0,0,0,0
1876,xnj17pol,5.1,9608,0,6,0,0,7/1/2022,60,3,12.64,12.64,6,4,21,0,0,7/1/2027,60,3,16.92,16.92,6,4,2,1,0,12/17/2021,12.25,12.25,6,0,0,0,0,0
1876,xnj17pol,ROOF,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1877,xnj19nev,02,50591,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1877,xnj19nev,03,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1877,xnj19nev,01,100552,75,6,0,0,8/1/2024,48,2.91,13.98,13.98,6,4,0.5,0.25,0,8/1/2026,60,2.91,15.71,15.71,6,4,1.5,0.75,0,12/17/2021,12,12,6,0,0,0,0,0
1878,xnj125al,02,50000,100,6,0,0,10/1/2022,60,3,12.21,12.21,6,4,2,1,0,10/1/2027,60,3,15.58,15.58,6,4,2,1,0,12/17/2021,11.75,11.75,5,0,0,0,0,0
1878,xnj125al,01,21000,75,6,0,0,1/1/2030,60,1.75,17.76,17.76,6,4,5,3,0,1/1/2035,60,1.75,22.67,22.67,6,4,5,3,0,12/17/2021,12,12,5,0,0,0,0,0
1879,xnj145al,02,11777,75,6,0,0,10/1/2026,60,2.9,13.9,13.9,6,4,5,3,0,10/1/2031,60,2.9,17.73,17.73,6,4,5,3,0,12/17/2021,11,11,5,0,0,0,0,0
1879,xnj145al,04,4251,0,6,0,0,7/1/2022,60,3,12.32,12.32,6,4,5,0,0,7/1/2027,60,3,15.72,15.72,6,4,1.5,0.75,0,12/17/2021,12,12,5,0,0,0,0,0
1880,xnj156al,02,12216,50,6,0,0,5/1/2022,48,3,11.2,11.2,6,4,3,1.5,0,5/1/2024,60,3,12.35,12.35,6,4,5,2.5,0,12/17/2021,11,11,5,0,0,0,0,0
1881,xnj30les,40,9247,75,6,0,0,12/1/2022,60,3,12.57,12.57,6,4,3,1,0,12/1/2027,60,3,16.05,16.05,6,4,3,1,0,12/17/2021,12,12,5,0,0,0,0,0
1881,xnj30les,30,16003,75,6,0,0,12/1/2022,60,3,12.57,12.57,6,4,3,1,null,null,null,null,null,null,null,null,null,null,null,12/1/2022,12.57,12.57,null,null,null,null,null,null
1882,xnj128ba,04,10372,75,6,0,0,12/1/2022,60,3,13.1,13.1,6,4,3,1,0,12/1/2027,60,3,16.71,16.71,6,4,3,1,0,12/17/2021,12.5,12.5,5,0,0,0,0,0
1882,xnj128ba,02,20631,75,6,0,0,8/1/2022,60,3,12.11,12.11,6,4,1.5,0.75,0,8/1/2027,60,3,15.46,15.46,6,4,3,1,0,12/17/2021,11.75,11.75,5,0,0,0,0,0
1882,xnj128ba,01,10431,75,6,0,0,1/1/2023,60,3,13.15,13.15,6,4,3,1,0,1/1/2028,60,3,16.78,16.78,6,4,3,1,0,12/17/2021,12.5,12.5,5,0,0,0,0,0
1883,xnj5thor,01,146581,75,6,0,0,11/1/2031,60,3,20.23,20.23,6,4,1.5,0.75,0,11/1/2036,60,3,25.83,25.83,6,4,1.5,0.75,0,12/17/2021,12.5,12.5,5,0,0,0,0,0
1884,xnj40pot,01,60994,100,0,0,0,11/1/2027,60,3,20.82,20.82,6,4,0,0,17.5,11/1/2032,60,3,24.13,24.13,6,4,5,2,0,12/17/2021,17.5,17.5,3,0,0,0,0,0
1885,xnj95bau,01,6792,75,6,0,0,7/1/2024,60,2.91,16.71,16.71,6,4,1.5,0.75,0,7/1/2029,60,2.91,19.37,19.37,6,4,1.5,0.75,0,12/17/2021,15.5,15.5,3,0,0,0,0,0
1886,xga4507m,G-H,12000,75,6,0,1,10/1/2024,60,3,6.5,6.5,7,6,2,1,0,10/1/2029,60,3,8.1,8.1,7,6,2,1,0,12/14/2021,5.75,5.75,4.5,0,0,0,0,0
1886,xga4507m,I,4000,75,6,0,1,10/1/2023,60,3,6.49,6.49,7,6,4,2,0,10/1/2028,60,3,8.09,8.09,7,6,2,2,0,12/14/2021,6,6,4.5,0,0,0,0,0
1886,xga4507m,WARHSE,87928,95,9,0,1,5/1/2025,60,2.5,5.22,5.22,7,6,2,1,4.8,5/1/2030,60,2.5,6.51,6.51,7,6,2,1,0,12/14/2021,4.5,4.5,4.5,0,0,0,0,0
1887,xnj740co,740,133293,75,6,0,1,12/1/2026,48,3,8.28,8.28,6,4,3,1,0,12/1/2030,48,3,10.07,10.07,6,4,3,1,0,12/13/2021,6.5,6.5,5,0,0,0,0,0
1888,xtx4201n,100,182500,95,6,0,1,1/1/2027,60,3,7.8,7.8,7,2,1.5,0.5,0,1/1/2032,60,3,9.72,9.72,7,2,1.5,0.5,0,12/16/2021,6.25,6.25,4.5,0,0,0,0,0
1891,xil2500w,2500,13000,75,9,0,1,1/1/2024,60,2.5,9.57,9.57,6,5,3,1.5,0,1/1/2029,60,2.5,11.09,11.09,6,5,3,1.5,0,12/6/2021,9,9,3,0,0,0,0,0
1892,xga4680n,4680,60669,75,9,0,1,7/1/2030,60,3,7.96,7.96,7,6,2.5,1,0,7/1/2035,60,3,10.16,10.16,7,6,2,1,0,12/16/2021,5.25,5.25,5,0,0,0,0,0
1893,xga5121b,5121,31000,75,9,0,1,2/1/2030,60,3,7.8,7.8,7,6,1.5,0.5,0,2/1/2035,60,3,9.96,9.96,7,6,2,1,0,12/16/2021,5.25,5.25,5,0,0,0,0,0
1894,xga2100b,2100,103289,75,9,0,1,1/1/2029,60,3,9.02,9.02,7,6,2.5,1,0,1/1/2034,60,3,11.52,11.52,7,6,2,1,0,12/16/2021,6.4,6.4,5,0,0,0,0,0
1895,xtx3662m,3662,14900,75,6,0,1,5/1/2027,60,3,6.96,6.96,7,4,2,1,0,5/1/2032,60,3,8.68,8.68,7,4,2,1,0,12/21/2021,5.5,5.5,4.5,0,0,0,0,0
1895,xtx3662m,3670,26350,75,6,0,1,4/1/2023,60,3,5.29,5.29,7,4,2,1,0,4/1/2028,60,3,6.59,6.59,7,4,2,1,0,12/21/2021,5,5,4.5,0,0,0,0,0
1896,xtx12150,120,20551,75,6,0,1,10/1/2025,60,3,6.5,6.5,7,4,2,1,0,10/1/2030,60,3,8.09,8.09,7,4,2,1,0,12/21/2021,5.5,5.5,4.5,0,0,0,0,0
1896,xtx12150,104,11436,75,6,0,1,11/1/2023,60,3,6.51,6.51,7,4,2,1,0,11/1/2028,60,3,8.12,8.12,7,4,2,1,0,12/21/2021,6,6,4.5,0,0,0,0,0
1896,xtx12150,112,11030,75,6,0,1,5/1/2023,60,3,6.37,6.37,7,4,2,1,0,5/1/2028,60,3,7.94,7.94,7,4,2,1,0,12/21/2021,6,6,4.5,0,0,0,0,0
1897,xga800in,850-B,25000,75,6,0,1,9/1/2026,60,3,7.07,7.07,7,6,2,1,0,9/1/2031,60,3,8.81,8.81,7,6,2,1,0,12/20/2021,5.75,5.75,4.5,0,0,0,0,0
1897,xga800in,800-A,54038,0,6,0,1,7/1/2022,60,3,6.49,6.49,7,6,4,1,0,7/1/2027,60,3,8.09,8.09,7,6,2,1,0,12/20/2021,6.34,6.34,4.5,0,0,0,0,0
1898,xnj14rol,14,24000,75,6,0,1,12/1/2027,48,3,8.02,8.02,6,4,3,1,0,12/1/2031,48,3,9.75,9.75,6,4,3,1,0,12/16/2021,6,6,5,0,0,0,0,0
1899,xil770ar,780,21398,75,6,0,1,10/1/2023,60,3,5.73,5.73,6,5,1.5,1,0,10/1/2028,60,3,6.98,6.98,6,5,1.5,1,0,12/24/2021,5.35,5.35,4,0,0,0,0,0
1899,xil770ar,770,41875,0,12,0,0,1/1/2023,60,3,5.46,5.46,6,0,4,0,0,1/1/2028,60,3,6.65,6.65,6,5,2,1,0,12/24/2021,5.25,5.25,4,0,0,0,0,0
1900,xil464no,464,26927,75,12,0,1,10/1/2024,60,3,5.98,5.98,6,5,3,1,0,10/1/2029,60,3,6.93,6.93,6,5,3,1,0,12/1/2021,5.5,5.5,3,0,0,0,0,0
1901,xil77whe,77,78882,75,12,0,1,10/1/2024,60,3,7.07,7.07,6,5,3,1.5,0,10/1/2029,60,3,8.19,8.19,6,5,3,1.5,0,12/1/2021,6.5,6.5,3,0,0,0,0,0
1902,xky4175a,4175,180000,100,0,0,0,7/1/2027,60,2.25,6.49,6.49,0,0,0,0,5.75,7/1/2032,60,2.25,7.52,7.52,6,3,2,1,0,12/1/2021,5.5,5.5,3,0,0,0,0,0
1904,xnj1601s,1601-A-C,24480,75,6,0,1,3/1/2027,48,4,8.38,8.38,6,4,3,0,0,3/1/2031,48,4,10.19,10.19,6,4,3,0,0,12/16/2021,6.5,6.5,5,0,0,0,0,0
1904,xnj1601s,1601-DE,22800,75,6,0,1,3/1/2022,48,3,6.57,6.57,6,4,3,1,0,3/1/2026,48,3,7.98,7.98,6,4,3,1,0,12/16/2021,6.5,6.5,5,0,0,0,0,0
1904,xnj1601s,1641,9960,75,6,0,1,5/1/2026,48,3,7.43,7.43,6,4,3,1,0,5/1/2030,48,3,9.03,9.03,6,4,3,1,0,12/16/2021,6,6,5,0,0,0,0,0
2720,xtx8154b,200,36000,25,12,0,1,7/1/2022,60,3,5.11,5.11,7,4,2,1,0,7/1/2027,60,3,6.37,6.37,7,4,2,1,0,12/28/2021,5,5,4.5,0,0,0,0,0
2720,xtx8154b,100,35250,75,9,0,1,4/1/2024,60,3,5.52,5.52,7,4,2,1,0,4/1/2029,60,3,6.88,6.88,7,4,2,1,0,12/28/2021,5,5,4.5,0,0,0,0,0
2721,xga800wh,A,58370,75,6,0,1,7/1/2026,60,4,5.49,5.49,6.5,6,2,1,0,7/1/2031,60,4,6.84,6.84,6.5,6,2,1,0,12/28/2021,4.5,4.5,4.5,0,0,0,0,0
2721,xga800wh,B,1600,75,6,0,1,7/1/2026,60,4,5.49,5.49,6.5,6,2,1,0,7/1/2031,60,4,6.84,6.84,6.5,6,2,1,0,12/28/2021,4.5,4.5,4.5,0,0,0,0,0
2722,xfl3900w,3900,82803,50,12,0,1,7/1/2029,60,3,8.73,8.73,6,0,3,1.5,0,7/1/2034,60,3,10.62,10.62,6,0,3,1.5,0,12/28/2021,6.5,6.5,4,0,0,0,0,0
2723,xfl11660,11660,65806,85,6,0,0,3/1/2026,60,3,8.75,8.75,6,0,2,0,0,3/1/2031,60,3,10.91,10.91,6,0,2,0,0,11/19/2021,7.25,7.25,4.5,0,0,0,0,0
2724,xohcolu1,3000,44000,75,9,0,1,4/1/2026,60,2.5,7.37,7.37,6,3,2,1,0,4/1/2031,60,2.5,8.54,8.54,6,3,2,1,0,12/30/2021,6.5,6.5,3,0,0,0,0,0
2724,xohcolu1,3004,17850,75,9,0,1,10/1/2025,60,2.5,7.26,7.26,6,3,2,1,0,10/1/2030,60,2.5,8.42,8.42,6,3,2,1,0,12/30/2021,6.5,6.5,3,0,0,0,0,0
2725,xohcolu2,3045,6330,0,9,0,0,10/1/2022,60,3,6.65,6.65,6,0,3,0,0,10/1/2027,60,3,7.7,7.7,6,3,3,1,0,12/30/2021,6.5,6.5,3,0,0,0,0,0
2725,xohcolu2,3055,5980,0,9,0,0,10/1/2022,60,3,6.65,6.65,6,0,3,0,0,10/1/2027,60,3,7.7,7.7,6,3,3,1,0,12/30/2021,6.5,6.5,3,0,0,0,0,0
2725,xohcolu2,3065,5620,0,9,0,0,10/1/2022,60,3,6.65,6.65,6,0,3,0,0,10/1/2027,60,3,7.7,7.7,6,3,3,1,0,12/30/2021,6.5,6.5,3,0,0,0,0,0
2726,xohcolu3,3040,5875,75,9,0,1,10/1/2025,60,2.5,7.26,7.26,6,3,2,1,0,10/1/2030,60,2.5,8.42,8.42,6,3,2,1,0,12/30/2021,6.5,6.5,3,0,0,0,0,0
2726,xohcolu3,3050,5800,75,9,0,1,10/1/2025,60,2.5,7.26,7.26,6,3,2,1,0,10/1/2030,60,2.5,8.42,8.42,6,3,2,1,0,12/30/2021,6.5,6.5,3,0,0,0,0,0
2727,xohcolu4,1161,28808,75,9,0,1,9/1/2028,60,2.25,7.92,7.92,6,3,2,1,0,9/1/2033,60,2.25,9.18,9.18,6,3,2,1,0,12/30/2021,6.5,6.5,3,0,0,0,0,0
2952,xtndelp2,4319A,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
2952,xtndelp2,4319B,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
2958,xpa18rai,18,200000,75,6,0,1,12/1/2023,48,3,6.46,6.46,6,4,3,1,0,12/1/2027,48,3,7.56,7.56,6,4,3,1,0,1/14/2022,6,6,4,0,0,0,0,0
2985,xil1001a,1001,19963,75,9,0,1,1/1/2024,60,2.5,7.02,7.02,6,5,2,1,0,1/1/2029,60,2.5,8.54,8.54,6,5,2,1,0,1/19/2022,6.5,6.5,4,0,0,0,0,0
2986,xil1000a,1000,43356,75,9,0,1,9/1/2026,60,2.5,6.88,6.88,6,5,2,1,0,9/1/2031,60,2.5,7.97,7.97,6,5,2,1,0,1/18/2022,6,6,3,0,0,0,0,0
2987,xnj2075h,2075,30000,75,6,0,1,3/1/2022,48,3,6.54,6.54,6,4,3,1,0,3/1/2026,48,3,7.95,7.95,6,4,2,1,0,1/18/2022,6.5,6.5,5,0,0,0,0,0
2988,xtx2125v,2125,26532,75,6,0,1,1/1/2025,60,3,10.53,10.53,7,4,2,1,0,1/1/2030,60,3,13.13,13.13,7,4,2,1,0,1/18/2022,9.25,9.25,4.5,0,0,0,0,0
2989,xnj200ri,200,63000,75,9,0,1,4/1/2023,48,3,8.22,8.22,6,4,20,5,0,4/1/2027,48,3,9.99,9.99,6,4,20,5,0,1/19/2022,7.75,7.75,5,0,0,0,0,0
2990,xga4600f,4600-F,10000,50,6,0,1,4/1/2022,60,3,5.25,5.25,7,6,2.25,1,0,4/1/2027,60,3,6.54,6.54,7,6,2.25,1,0,1/20/2022,5.2,5.2,4.5,0,0,0,0,0
2990,xga4600f,4600-E,20000,75,6,0,1,5/1/2025,60,3,5.26,5.26,7,6,2.25,1,0,5/1/2030,60,3,6.55,6.55,7,6,2.25,1,0,1/20/2022,4.55,4.55,4.5,0,0,0,0,0
2990,xga4600f,4600-A,15000,50,6,0,1,5/1/2025,60,3,5.55,5.55,7,6,2.25,1,0,5/1/2030,60,3,6.91,6.91,7,6,2.25,1,0,1/20/2022,4.8,4.8,4.5,0,0,0,0,0
2990,xga4600f,4630-A,7500,50,6,0,1,5/1/2023,60,3,5.98,5.98,7,6,2.25,1,0,5/1/2028,60,3,7.45,7.45,7,6,2.25,1,0,1/20/2022,5.65,5.65,4.5,0,0,0,0,0
2990,xga4600f,4630-B,12500,50,6,0,1,7/1/2022,60,3,5.3,5.3,7,6,2.25,1,0,7/1/2027,60,3,6.61,6.61,7,6,2.25,1,0,1/20/2022,5.2,5.2,4.5,0,0,0,0,0
2990,xga4600f,4630-C,7500,50,6,0,1,2/1/2026,60,3,6.75,6.75,7,6,2.25,1,0,2/1/2031,60,3,8.41,8.41,7,6,2.25,1,0,1/20/2022,5.65,5.65,4.5,0,0,0,0,0
2990,xga4600f,4630-D,15000,50,6,0,1,5/1/2026,60,3,5.73,5.73,7,6,2.25,1,0,5/1/2031,60,3,7.15,7.15,7,6,2.25,1,0,1/20/2022,4.75,4.75,4.5,0,0,0,0,0
2992,xtx2616a,2610,8060,75,6,0,1,4/1/2025,36,0,8.17,8.17,6,4,1.5,0.75,5.24,4/1/2028,60,0,9.46,9.46,6,4,1.5,0.75,0,2/1/2022,7,7,5,0,0,0,0,0
2992,xtx2616a,2614,8176,75,6,0,1,3/1/2023,60,3,7.38,7.38,6,4,1.5,0.75,0,3/1/2028,60,3,9.42,9.42,6,4,1.5,0.75,0,2/1/2022,7,7,5,0,0,0,0,0
2992,xtx2616a,2616,9070,75,6,0,1,6/1/2024,60,0,8.4,8.4,6,4,1.5,0.75,7.23,6/1/2027,60,0,9.73,9.73,6,4,1.5,0.75,0,2/1/2022,7.5,7.5,5,0,0,0,0,0
2993,xfl4646g,4646,79118,50,12,0,1,7/1/2024,60,2,7.42,7.42,6,0,3,1.5,0,7/1/2029,60,2,9.03,9.03,6,0,3,1.5,0,2/1/2022,6.75,6.75,4,0,0,0,0,0
2994,xnj9100p,9100,34649,75,9,0,1,5/1/2029,48,1,9.26,9.26,6,4,5,3,0,5/1/2033,48,1,11.25,11.25,6,4,3,1,0,2/3/2022,6.5,6.5,5,0,0,0,0,0
3201,xtx111pl,11100,136882,75,9,0,1,7/1/2038,60,2.25,12.38,12.38,6,4,2,1,0,7/1/2043,60,2.25,15.42,15.42,6,4,2,1,0,1/20/2022,6,6,4.5,0,0,0,0,0
3202,xtx467wa,4679,40376,50,9,0,1,1/1/2023,60,3,5.95,5.95,4,2,2,1,0,1/1/2028,60,3,7.24,7.24,4,2,2,1,0,2/17/2022,5.75,5.75,4,0,0,0,0,0
3203,xtx310an,3101,104000,75,9,0,1,7/1/2038,60,2.25,10.01,10.01,6,4,2,1,0,7/1/2043,60,2.25,12.18,12.18,6,4,2,1,0,1/20/2022,5.25,5.25,4,0,0,0,0,0
3204,xtx1919a,1919,79970,75,9,0,1,7/1/2038,60,2.25,6.5,6.5,6,4,2,1,0,7/1/2043,60,2.25,7.54,7.54,6,4,2,1,0,1/20/2022,4,4,3,0,0,0,0,0
3272,xnj400wa,400,38550,75,8,1,1,1/1/2025,60,3,5,5,6,4,6,4,0,1/1/2029,60,5,5,5,6,4,3,1,0,2/17/2017,5,5,3,3,3,3,3,3
3273,xga3350h,300,30000,0,6,0,1,1/1/2023,60,3,5.45,5.45,7,6,6,1,0,1/1/2028,60,3,6.79,6.79,7,6,2,1,0,2/22/2022,5.25,5.25,4.5,0,0,0,0,0
3278,xfl7720p,A,42952,75,9,0,1,9/1/2025,60,3,6.6,6.6,6,4,2,1,0,9/1/2030,60,3,8.03,8.03,6,4,2,1,0,2/28/2022,5.75,5.75,4,0,0,0,0,0
3278,xfl7720p,B-C,55486,75,9,0,1,8/1/2026,60,2.25,6.84,6.84,6,4,2,1,0,8/1/2031,60,2.25,8.32,8.32,6,4,2,1,0,2/28/2022,5.75,5.75,4,0,0,0,0,0
3301,xil121lo,121,20000,0,9,0,1,3/1/2024,60,4,8.11,8.11,6,5,2,1,0,3/1/2029,60,4,9.87,9.87,6,5,2,1,0,2/28/2022,7.5,7.5,4,0,0,0,0,0
3302,xnj121mo,121,60502,75,6,0,0,4/1/2025,36,3,17.63,17.63,6,6,5,1,0,4/1/2028,60,3,21.6,21.6,6,6,2,1,0,3/14/2022,14.35,14.35,7,0,0,0,0,0
3304,xpa4200m,4200,79118,0,9,0,0,4/1/2025,60,2,6.68,6.68,6,4,3,1,2.84,4/1/2030,60,2,8.53,8.53,6,4,3,1,0,3/3/2022,5.75,5.75,5,0,0,0,0,0
3306,xpa500ma,500,137807,75,9,0,1,10/1/2026,48,3,7.5,7.5,6,4,5,3,0,10/1/2030,48,3,9.11,9.11,6,4,5,3,0,3/8/2022,6,6,5,0,0,0,0,0
3306,xpa500ma,B,12193,100,120,0,3,4/1/2032,48,3,0,0,6,4,7,7,0,4/1/2036,48,3,0,0,6,4,5,3,0,3/8/2022,0,0,5,0,0,0,0,0
3307,xtx10704,10704,27300,75,6,0,1,1/1/2023,60,3,7.08,7.08,7,5,1.5,0.5,0,1/1/2028,60,3,9.03,9.03,7,5,1.5,0.5,0,3/7/2022,6.8,6.8,5,0,0,0,0,0
3308,xfl420sw,A,9070,0,6,0,1,10/1/2025,60,3,11.21,11.21,6,4,3,2,0,10/1/2030,60,3,13.64,13.64,6,4,3,2,0,3/10/2022,9.75,9.75,4,0,0,0,0,0
3308,xfl420sw,B,6832,0,6,0,1,10/1/2022,36,3,8.43,8.43,6,4,3,2,0,10/1/2025,36,3,9.49,9.49,6,4,3,2,0,3/10/2022,8.25,8.25,4,0,0,0,0,0
3308,xfl420sw,C,8971,0,4,0,1,8/1/2022,36,3,9.9,9.9,6,4,3,2,0,8/1/2025,36,3,11.14,11.14,6,4,3,2,0,3/10/2022,9.75,9.75,4,0,0,0,0,0
3351,xnj121hi,A,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
3351,xnj121hi,B-C,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0
3356,xga401wi,401,37500,75,6,0,1,12/1/2026,60,0,14.74,14.74,7,6,2,1,0,12/1/2031,60,0,18.37,18.37,7,6,2,1,0,3/29/2022,12,12,4.5,0,0,0,0,0
